event_id,event_ts,event_date,user_id,session_id,event_type,product_id,category,device_type,traffic_source,region,order_id,quantity,unit_price,revenue,is_new_user
E001487,2026-02-08 09:10:00,2026-02-08,U0131,S00374,visit,,,mobile,direct,Краснодар,,0,0,0,0
E001488,2026-02-08 09:15:00,2026-02-08,U0131,S00374,view_item,BEA-182,beauty,mobile,direct,Краснодар,,0,3270,0,0
E001489,2026-02-08 09:20:00,2026-02-08,U0131,S00374,view_item,HOM-080,home,mobile,direct,Краснодар,,0,4752,0,0
E001490,2026-02-08 09:26:00,2026-02-08,U0131,S00374,view_item,BEA-052,beauty,mobile,direct,Краснодар,,0,473,0,0
E001491,2026-02-01 16:21:00,2026-02-01,U0132,S00375,visit,,,mobile,organic,Москва,,0,0,0,1
E001492,2026-02-01 16:29:00,2026-02-01,U0132,S00375,view_item,FAS-216,fashion,mobile,organic,Москва,,0,3466,0,1
E001493,2026-02-01 16:31:00,2026-02-01,U0132,S00375,view_item,BEA-046,beauty,mobile,organic,Москва,,0,3145,0,1
E001494,2026-02-28 15:36:00,2026-02-28,U0132,S00376,visit,,,mobile,organic,Москва,,0,0,0,0
E001495,2026-02-28 15:37:00,2026-02-28,U0132,S00376,view_item,FAS-223,fashion,mobile,organic,Москва,,0,2253,0,0
E001496,2026-02-28 15:43:00,2026-02-28,U0132,S00376,view_item,BEA-171,beauty,mobile,organic,Москва,,0,720,0,0
E001497,2026-03-14 22:31:00,2026-03-14,U0132,S00377,visit,,,desktop,ads,Москва,,0,0,0,0
E001498,2026-03-14 22:37:00,2026-03-14,U0132,S00377,view_item,ELE-027,electronics,desktop,ads,Москва,,0,24255,0,0
E001499,2026-01-04 09:40:00,2026-01-04,U0133,S00378,visit,,,desktop,email,Краснодар,,0,0,0,1
E001500,2026-01-04 09:47:00,2026-01-04,U0133,S00378,view_item,SPO-102,sports,desktop,email,Краснодар,,0,2120,0,1
E001501,2026-01-04 09:48:00,2026-01-04,U0133,S00378,view_item,HOM-035,home,desktop,email,Краснодар,,0,6999,0,1
E001502,2026-01-04 09:52:00,2026-01-04,U0133,S00378,add_to_cart,HOM-035,home,desktop,email,Краснодар,,1,6999,0,1
E001503,2026-01-04 09:54:00,2026-01-04,U0133,S00378,checkout,HOM-035,home,desktop,email,Краснодар,,1,6999,0,1
E001504,2026-01-04 09:58:00,2026-01-04,U0133,S00378,purchase,HOM-035,home,desktop,email,Краснодар,O00073,1,6999,6999,1
E001505,2026-03-06 08:29:00,2026-03-06,U0133,S00379,visit,,,mobile,direct,Краснодар,,0,0,0,0
E001506,2026-03-06 08:31:00,2026-03-06,U0133,S00379,view_item,ELE-032,electronics,mobile,direct,Краснодар,,0,25263,0,0
E001507,2026-02-04 10:28:00,2026-02-04,U0134,S00380,visit,,,mobile,ads,Москва,,0,0,0,1
E001508,2026-02-04 10:32:00,2026-02-04,U0134,S00380,view_item,BEA-013,beauty,mobile,ads,Москва,,0,3243,0,1
E001509,2026-01-07 17:00:00,2026-01-07,U0135,S00381,visit,,,desktop,email,Санкт-Петербург,,0,0,0,1
E001510,2026-01-07 17:04:00,2026-01-07,U0135,S00381,view_item,FAS-005,fashion,desktop,email,Санкт-Петербург,,0,4366,0,1
E001511,2026-01-07 17:05:00,2026-01-07,U0135,S00381,view_item,FAS-050,fashion,desktop,email,Санкт-Петербург,,0,6903,0,1
E001512,2026-01-07 20:24:00,2026-01-07,U0135,S00382,visit,,,mobile,direct,Санкт-Петербург,,0,0,0,1
E001513,2026-01-07 20:31:00,2026-01-07,U0135,S00382,view_item,BEA-209,beauty,mobile,direct,Санкт-Петербург,,0,1795,0,1
E001514,2026-01-02 14:41:00,2026-01-02,U0136,S00383,visit,,,mobile,organic,Новосибирск,,0,0,0,1
E001515,2026-01-02 14:46:00,2026-01-02,U0136,S00383,view_item,HOM-095,home,mobile,organic,Новосибирск,,0,1932,0,1
E001516,2026-01-02 14:48:00,2026-01-02,U0136,S00383,view_item,BEA-197,beauty,mobile,organic,Новосибирск,,0,2994,0,1
E001517,2026-01-02 14:49:00,2026-01-02,U0136,S00383,add_to_cart,HOM-095,home,mobile,organic,Новосибирск,,1,1932,0,1
E001518,2026-01-30 11:06:00,2026-01-30,U0136,S00384,visit,,,desktop,email,Новосибирск,,0,0,0,0
E001519,2026-01-30 11:09:00,2026-01-30,U0136,S00384,view_item,FAS-163,fashion,desktop,email,Новосибирск,,0,3847,0,0
E001520,2026-01-30 11:15:00,2026-01-30,U0136,S00384,view_item,BEA-086,beauty,desktop,email,Новосибирск,,0,501,0,0
E001521,2026-01-30 11:20:00,2026-01-30,U0136,S00384,view_item,BEA-131,beauty,desktop,email,Новосибирск,,0,3247,0,0
E001522,2026-01-30 11:25:00,2026-01-30,U0136,S00384,view_item,HOM-004,home,desktop,email,Новосибирск,,0,5022,0,0
E001523,2026-01-30 11:26:00,2026-01-30,U0136,S00384,add_to_cart,BEA-131,beauty,desktop,email,Новосибирск,,1,3247,0,0
E001524,2026-01-30 11:28:00,2026-01-30,U0136,S00384,checkout,BEA-131,beauty,desktop,email,Новосибирск,,1,3247,0,0
E001525,2026-01-30 11:29:00,2026-01-30,U0136,S00384,purchase,BEA-131,beauty,desktop,email,Новосибирск,O00074,1,3247,3085,0
E001526,2026-02-10 08:24:00,2026-02-10,U0136,S00385,visit,,,mobile,ads,Новосибирск,,0,0,0,0
E001527,2026-02-10 08:25:00,2026-02-10,U0136,S00385,view_item,FAS-186,fashion,mobile,ads,Новосибирск,,0,6372,0,0
E001528,2026-02-10 08:29:00,2026-02-10,U0136,S00385,add_to_cart,FAS-186,fashion,mobile,ads,Новосибирск,,1,6372,0,0
E001529,2026-02-10 08:30:00,2026-02-10,U0136,S00385,checkout,FAS-186,fashion,mobile,ads,Новосибирск,,1,6372,0,0
E001530,2026-02-15 13:11:00,2026-02-15,U0136,S00386,visit,,,mobile,ads,Новосибирск,,0,0,0,0
E001531,2026-02-15 13:17:00,2026-02-15,U0136,S00386,view_item,FAS-053,fashion,mobile,ads,Новосибирск,,0,5347,0,0
E001532,2026-02-15 13:23:00,2026-02-15,U0136,S00386,view_item,KID-206,kids,mobile,ads,Новосибирск,,0,6878,0,0
E001533,2026-02-15 13:25:00,2026-02-15,U0136,S00386,view_item,HOM-098,home,mobile,ads,Новосибирск,,0,6588,0,0
E001534,2026-02-15 13:31:00,2026-02-15,U0136,S00386,add_to_cart,FAS-053,fashion,mobile,ads,Новосибирск,,1,5347,0,0
E001535,2026-02-15 13:33:00,2026-02-15,U0136,S00386,checkout,FAS-053,fashion,mobile,ads,Новосибирск,,1,5347,0,0
E001536,2026-02-20 14:07:00,2026-02-20,U0136,S00387,visit,,,mobile,organic,Новосибирск,,0,0,0,0
E001537,2026-02-20 14:11:00,2026-02-20,U0136,S00387,view_item,FAS-021,fashion,mobile,organic,Новосибирск,,0,4709,0,0
E001538,2026-02-20 14:14:00,2026-02-20,U0136,S00387,view_item,ELE-051,electronics,mobile,organic,Новосибирск,,0,14620,0,0
E001539,2026-02-20 14:19:00,2026-02-20,U0136,S00387,add_to_cart,FAS-021,fashion,mobile,organic,Новосибирск,,1,4709,0,0
E001540,2026-02-20 14:21:00,2026-02-20,U0136,S00387,checkout,FAS-021,fashion,mobile,organic,Новосибирск,,1,4709,0,0
E001541,2026-02-20 14:25:00,2026-02-20,U0136,S00387,purchase,FAS-021,fashion,mobile,organic,Новосибирск,O00075,1,4709,4709,0
E001542,2026-01-22 15:28:00,2026-01-22,U0137,S00388,visit,,,desktop,email,Москва,,0,0,0,1
E001543,2026-01-22 15:36:00,2026-01-22,U0137,S00388,view_item,ELE-098,electronics,desktop,email,Москва,,0,21712,0,1
E001544,2026-01-22 15:39:00,2026-01-22,U0137,S00388,view_item,HOM-040,home,desktop,email,Москва,,0,4183,0,1
E001545,2026-01-22 15:43:00,2026-01-22,U0137,S00388,view_item,FAS-073,fashion,desktop,email,Москва,,0,4196,0,1
E001546,2026-01-22 15:47:00,2026-01-22,U0137,S00388,add_to_cart,ELE-098,electronics,desktop,email,Москва,,1,21712,0,1
E001547,2026-01-22 15:49:00,2026-01-22,U0137,S00388,checkout,ELE-098,electronics,desktop,email,Москва,,1,21712,0,1
E001548,2026-01-22 15:51:00,2026-01-22,U0137,S00388,purchase,ELE-098,electronics,desktop,email,Москва,O00076,1,21712,19541,1
E001549,2026-02-24 16:39:00,2026-02-24,U0137,S00389,visit,,,mobile,email,Москва,,0,0,0,0
E001550,2026-02-24 16:46:00,2026-02-24,U0137,S00389,view_item,KID-191,kids,mobile,email,Москва,,0,4004,0,0
E001551,2026-02-24 16:49:00,2026-02-24,U0137,S00389,view_item,HOM-151,home,mobile,email,Москва,,0,2464,0,0
E001552,2026-02-24 16:50:00,2026-02-24,U0137,S00389,add_to_cart,KID-191,kids,mobile,email,Москва,,1,4004,0,0
E001553,2026-02-01 11:30:00,2026-02-01,U0138,S00390,visit,,,desktop,organic,Москва,,0,0,0,1
E001554,2026-02-01 11:31:00,2026-02-01,U0138,S00390,view_item,HOM-166,home,desktop,organic,Москва,,0,3717,0,1
E001555,2026-02-01 11:35:00,2026-02-01,U0138,S00390,view_item,KID-038,kids,desktop,organic,Москва,,0,2954,0,1
E001556,2026-02-01 11:40:00,2026-02-01,U0138,S00390,add_to_cart,HOM-166,home,desktop,organic,Москва,,2,3717,0,1
E001557,2026-02-01 11:44:00,2026-02-01,U0138,S00390,checkout,HOM-166,home,desktop,organic,Москва,,2,3717,0,1
E001558,2026-02-14 16:45:00,2026-02-14,U0138,S00391,visit,,,desktop,organic,Москва,,0,0,0,0
E001559,2026-02-14 16:48:00,2026-02-14,U0138,S00391,view_item,SPO-065,sports,desktop,organic,Москва,,0,6774,0,0
E001560,2026-02-14 16:53:00,2026-02-14,U0138,S00391,view_item,HOM-098,home,desktop,organic,Москва,,0,6703,0,0
E001561,2026-02-14 16:59:00,2026-02-14,U0138,S00391,view_item,SPO-028,sports,desktop,organic,Москва,,0,12606,0,0
E001562,2026-02-14 17:02:00,2026-02-14,U0138,S00391,add_to_cart,SPO-065,sports,desktop,organic,Москва,,1,6774,0,0
E001563,2026-02-14 17:06:00,2026-02-14,U0138,S00391,checkout,SPO-065,sports,desktop,organic,Москва,,1,6774,0,0
E001564,2026-02-17 19:03:00,2026-02-17,U0138,S00392,visit,,,mobile,direct,Москва,,0,0,0,0
E001565,2026-02-17 19:10:00,2026-02-17,U0138,S00392,view_item,BEA-168,beauty,mobile,direct,Москва,,0,1697,0,0
E001566,2026-02-19 22:27:00,2026-02-19,U0138,S00393,visit,,,mobile,email,Москва,,0,0,0,0
E001567,2026-02-19 22:29:00,2026-02-19,U0138,S00393,view_item,BEA-209,beauty,mobile,email,Москва,,0,1294,0,0
E001568,2026-03-04 18:44:00,2026-03-04,U0138,S00394,visit,,,tablet,organic,Москва,,0,0,0,0
E001569,2026-03-04 18:52:00,2026-03-04,U0138,S00394,view_item,HOM-160,home,tablet,organic,Москва,,0,3249,0,0
E001570,2026-03-04 18:54:00,2026-03-04,U0138,S00394,view_item,ELE-022,electronics,tablet,organic,Москва,,0,18606,0,0
E001571,2026-03-04 18:55:00,2026-03-04,U0138,S00394,view_item,FAS-150,fashion,tablet,organic,Москва,,0,2958,0,0
E001572,2026-03-04 19:01:00,2026-03-04,U0138,S00394,add_to_cart,HOM-160,home,tablet,organic,Москва,,1,3249,0,0
E001573,2026-03-04 19:02:00,2026-03-04,U0138,S00394,checkout,HOM-160,home,tablet,organic,Москва,,1,3249,0,0
E001574,2026-03-04 19:03:00,2026-03-04,U0138,S00394,purchase,HOM-160,home,tablet,organic,Москва,O00077,1,3249,2924,0
E001575,2026-02-04 22:31:00,2026-02-04,U0139,S00395,visit,,,mobile,email,Москва,,0,0,0,1
E001576,2026-02-04 22:35:00,2026-02-04,U0139,S00395,view_item,KID-171,kids,mobile,email,Москва,,0,4218,0,1
E001577,2026-02-18 17:33:00,2026-02-18,U0139,S00396,visit,,,mobile,direct,Москва,,0,0,0,0
E001578,2026-02-18 17:40:00,2026-02-18,U0139,S00396,view_item,SPO-228,sports,mobile,direct,Москва,,0,3785,0,0
E001579,2026-02-18 17:41:00,2026-02-18,U0139,S00396,view_item,SPO-072,sports,mobile,direct,Москва,,0,5777,0,0
E001580,2026-02-18 17:46:00,2026-02-18,U0139,S00396,view_item,HOM-223,home,mobile,direct,Москва,,0,9448,0,0
E001581,2026-02-18 17:52:00,2026-02-18,U0139,S00396,add_to_cart,SPO-228,sports,mobile,direct,Москва,,1,3785,0,0
E001582,2026-02-18 17:55:00,2026-02-18,U0139,S00396,checkout,SPO-228,sports,mobile,direct,Москва,,1,3785,0,0
E001583,2026-02-24 13:23:00,2026-02-24,U0139,S00397,visit,,,desktop,direct,Москва,,0,0,0,0
E001584,2026-02-24 13:27:00,2026-02-24,U0139,S00397,view_item,HOM-103,home,desktop,direct,Москва,,0,2621,0,0
E001585,2026-02-24 13:31:00,2026-02-24,U0139,S00397,view_item,KID-220,kids,desktop,direct,Москва,,0,7121,0,0
E001586,2026-02-24 13:37:00,2026-02-24,U0139,S00397,add_to_cart,KID-220,kids,desktop,direct,Москва,,1,7121,0,0
E001587,2026-03-02 20:21:00,2026-03-02,U0139,S00398,visit,,,desktop,direct,Москва,,0,0,0,0
E001588,2026-03-02 20:22:00,2026-03-02,U0139,S00398,view_item,ELE-204,electronics,desktop,direct,Москва,,0,9120,0,0
E001589,2026-03-02 20:28:00,2026-03-02,U0139,S00398,view_item,KID-224,kids,desktop,direct,Москва,,0,4702,0,0
E001590,2026-03-02 20:32:00,2026-03-02,U0139,S00398,view_item,KID-124,kids,desktop,direct,Москва,,0,6565,0,0
E001591,2026-03-02 20:34:00,2026-03-02,U0139,S00398,add_to_cart,ELE-204,electronics,desktop,direct,Москва,,2,9120,0,0
E001592,2026-03-02 20:35:00,2026-03-02,U0139,S00398,checkout,ELE-204,electronics,desktop,direct,Москва,,2,9120,0,0
E001593,2026-03-02 20:41:00,2026-03-02,U0139,S00398,purchase,ELE-204,electronics,desktop,direct,Москва,O00078,2,9120,18240,0
E001594,2026-01-16 18:08:00,2026-01-16,U0140,S00399,visit,,,desktop,email,Новосибирск,,0,0,0,1
E001595,2026-01-16 18:10:00,2026-01-16,U0140,S00399,view_item,HOM-097,home,desktop,email,Новосибирск,,0,7939,0,1
E001596,2026-01-16 18:15:00,2026-01-16,U0140,S00399,view_item,KID-112,kids,desktop,email,Новосибирск,,0,2772,0,1
E001597,2026-01-16 18:16:00,2026-01-16,U0140,S00399,view_item,FAS-029,fashion,desktop,email,Новосибирск,,0,1685,0,1
E001598,2026-01-16 18:21:00,2026-01-16,U0140,S00399,view_item,KID-191,kids,desktop,email,Новосибирск,,0,1851,0,1
E001599,2026-02-02 18:30:00,2026-02-02,U0140,S00400,visit,,,mobile,social,Новосибирск,,0,0,0,0
E001600,2026-02-02 18:34:00,2026-02-02,U0140,S00400,view_item,SPO-109,sports,mobile,social,Новосибирск,,0,7257,0,0
E001601,2026-02-05 11:46:00,2026-02-05,U0140,S00401,visit,,,mobile,social,Новосибирск,,0,0,0,0
E001602,2026-02-05 11:54:00,2026-02-05,U0140,S00401,view_item,FAS-209,fashion,mobile,social,Новосибирск,,0,3610,0,0
E001603,2026-02-05 11:58:00,2026-02-05,U0140,S00401,view_item,HOM-038,home,mobile,social,Новосибирск,,0,5928,0,0
E001604,2026-03-04 09:50:00,2026-03-04,U0140,S00402,visit,,,tablet,ads,Новосибирск,,0,0,0,0
E001605,2026-03-04 09:58:00,2026-03-04,U0140,S00402,view_item,HOM-056,home,tablet,ads,Новосибирск,,0,9581,0,0
E001606,2026-03-10 18:46:00,2026-03-10,U0140,S00403,visit,,,desktop,ads,Новосибирск,,0,0,0,0
E001607,2026-03-10 18:50:00,2026-03-10,U0140,S00403,view_item,HOM-014,home,desktop,ads,Новосибирск,,0,4487,0,0
E001608,2026-03-10 18:56:00,2026-03-10,U0140,S00403,add_to_cart,HOM-014,home,desktop,ads,Новосибирск,,2,4487,0,0
E001609,2026-02-13 14:43:00,2026-02-13,U0141,S00404,visit,,,mobile,social,Санкт-Петербург,,0,0,0,1
E001610,2026-02-13 14:47:00,2026-02-13,U0141,S00404,view_item,HOM-141,home,mobile,social,Санкт-Петербург,,0,7725,0,1
E001611,2026-02-13 14:50:00,2026-02-13,U0141,S00404,view_item,SPO-149,sports,mobile,social,Санкт-Петербург,,0,2589,0,1
E001612,2026-02-13 14:56:00,2026-02-13,U0141,S00404,view_item,FAS-168,fashion,mobile,social,Санкт-Петербург,,0,2369,0,1
E001613,2026-02-20 14:04:00,2026-02-20,U0141,S00405,visit,,,mobile,direct,Санкт-Петербург,,0,0,0,0
E001614,2026-02-20 14:08:00,2026-02-20,U0141,S00405,view_item,SPO-003,sports,mobile,direct,Санкт-Петербург,,0,7974,0,0
E001615,2026-02-20 14:13:00,2026-02-20,U0141,S00405,view_item,ELE-202,electronics,mobile,direct,Санкт-Петербург,,0,11244,0,0
E001616,2026-02-20 14:17:00,2026-02-20,U0141,S00405,view_item,HOM-044,home,mobile,direct,Санкт-Петербург,,0,2142,0,0
E001617,2026-03-02 13:48:00,2026-03-02,U0141,S00406,visit,,,mobile,organic,Санкт-Петербург,,0,0,0,0
E001618,2026-03-02 13:55:00,2026-03-02,U0141,S00406,view_item,KID-161,kids,mobile,organic,Санкт-Петербург,,0,6990,0,0
E001619,2026-03-02 13:56:00,2026-03-02,U0141,S00406,add_to_cart,KID-161,kids,mobile,organic,Санкт-Петербург,,1,6990,0,0
E001620,2026-01-12 20:29:00,2026-01-12,U0142,S00407,visit,,,mobile,social,Краснодар,,0,0,0,1
E001621,2026-01-12 20:31:00,2026-01-12,U0142,S00407,view_item,ELE-165,electronics,mobile,social,Краснодар,,0,30450,0,1
E001622,2026-02-18 12:40:00,2026-02-18,U0142,S00408,visit,,,mobile,direct,Краснодар,,0,0,0,0
E001623,2026-02-18 12:42:00,2026-02-18,U0142,S00408,view_item,SPO-047,sports,mobile,direct,Краснодар,,0,8167,0,0
E001624,2026-02-18 12:48:00,2026-02-18,U0142,S00408,view_item,HOM-077,home,mobile,direct,Краснодар,,0,3283,0,0
E001625,2026-02-18 12:49:00,2026-02-18,U0142,S00408,view_item,HOM-221,home,mobile,direct,Краснодар,,0,4400,0,0
E001626,2026-02-18 20:44:00,2026-02-18,U0142,S00409,visit,,,desktop,direct,Краснодар,,0,0,0,0
E001627,2026-02-18 20:46:00,2026-02-18,U0142,S00409,view_item,BEA-150,beauty,desktop,direct,Краснодар,,0,2793,0,0
E001628,2026-02-18 20:52:00,2026-02-18,U0142,S00409,view_item,ELE-193,electronics,desktop,direct,Краснодар,,0,14034,0,0
E001629,2026-01-01 16:28:00,2026-01-01,U0143,S00410,visit,,,mobile,social,Екатеринбург,,0,0,0,1
E001630,2026-01-01 16:29:00,2026-01-01,U0143,S00410,view_item,ELE-032,electronics,mobile,social,Екатеринбург,,0,23259,0,1
E001631,2026-01-17 17:13:00,2026-01-17,U0143,S00411,visit,,,mobile,direct,Екатеринбург,,0,0,0,0
E001632,2026-01-17 17:18:00,2026-01-17,U0143,S00411,view_item,HOM-114,home,mobile,direct,Екатеринбург,,0,3692,0,0
E001633,2026-02-10 09:02:00,2026-02-10,U0143,S00412,visit,,,mobile,direct,Екатеринбург,,0,0,0,0
E001634,2026-02-10 09:06:00,2026-02-10,U0143,S00412,view_item,HOM-170,home,mobile,direct,Екатеринбург,,0,1978,0,0
E001635,2026-02-10 09:08:00,2026-02-10,U0143,S00412,view_item,ELE-220,electronics,mobile,direct,Екатеринбург,,0,14302,0,0
E001636,2026-02-02 12:24:00,2026-02-02,U0144,S00413,visit,,,mobile,social,Москва,,0,0,0,1
E001637,2026-02-02 12:29:00,2026-02-02,U0144,S00413,view_item,HOM-178,home,mobile,social,Москва,,0,3736,0,1
E001638,2026-02-02 12:30:00,2026-02-02,U0144,S00413,view_item,HOM-069,home,mobile,social,Москва,,0,4667,0,1
E001639,2026-02-24 09:35:00,2026-02-24,U0144,S00414,visit,,,tablet,organic,Москва,,0,0,0,0
E001640,2026-02-24 09:36:00,2026-02-24,U0144,S00414,view_item,KID-064,kids,tablet,organic,Москва,,0,1474,0,0
E001641,2026-02-24 09:41:00,2026-02-24,U0144,S00414,view_item,ELE-141,electronics,tablet,organic,Москва,,0,19456,0,0
E001642,2026-02-24 09:47:00,2026-02-24,U0144,S00414,add_to_cart,KID-064,kids,tablet,organic,Москва,,1,1474,0,0
E001643,2026-02-24 09:50:00,2026-02-24,U0144,S00414,checkout,KID-064,kids,tablet,organic,Москва,,1,1474,0,0
E001644,2026-02-24 09:52:00,2026-02-24,U0144,S00414,purchase,KID-064,kids,tablet,organic,Москва,O00079,1,1474,1474,0
E001645,2026-01-16 10:33:00,2026-01-16,U0145,S00415,visit,,,mobile,email,Москва,,0,0,0,1
E001646,2026-01-16 10:41:00,2026-01-16,U0145,S00415,view_item,ELE-090,electronics,mobile,email,Москва,,0,30609,0,1
E001647,2026-01-16 10:44:00,2026-01-16,U0145,S00415,view_item,BEA-156,beauty,mobile,email,Москва,,0,877,0,1
E001648,2026-01-16 10:46:00,2026-01-16,U0145,S00415,view_item,FAS-193,fashion,mobile,email,Москва,,0,4165,0,1
E001649,2026-01-29 14:06:00,2026-01-29,U0145,S00416,visit,,,mobile,social,Москва,,0,0,0,0
E001650,2026-01-29 14:14:00,2026-01-29,U0145,S00416,view_item,HOM-067,home,mobile,social,Москва,,0,1448,0,0
E001651,2026-01-29 14:20:00,2026-01-29,U0145,S00416,view_item,ELE-033,electronics,mobile,social,Москва,,0,11079,0,0
E001652,2026-01-29 14:26:00,2026-01-29,U0145,S00416,view_item,FAS-236,fashion,mobile,social,Москва,,0,6734,0,0
E001653,2026-02-15 20:29:00,2026-02-15,U0146,S00417,visit,,,mobile,ads,Казань,,0,0,0,1
E001654,2026-02-15 20:33:00,2026-02-15,U0146,S00417,view_item,FAS-220,fashion,mobile,ads,Казань,,0,1765,0,1
E001655,2026-02-15 20:37:00,2026-02-15,U0146,S00417,view_item,SPO-217,sports,mobile,ads,Казань,,0,3165,0,1
E001656,2026-02-28 10:28:00,2026-02-28,U0146,S00418,visit,,,mobile,organic,Казань,,0,0,0,0
E001657,2026-02-28 10:36:00,2026-02-28,U0146,S00418,view_item,SPO-003,sports,mobile,organic,Казань,,0,9018,0,0
E001658,2026-02-28 10:42:00,2026-02-28,U0146,S00418,view_item,ELE-128,electronics,mobile,organic,Казань,,0,24442,0,0
E001659,2026-02-28 10:48:00,2026-02-28,U0146,S00418,view_item,KID-179,kids,mobile,organic,Казань,,0,1895,0,0
E001660,2026-01-06 17:28:00,2026-01-06,U0147,S00419,visit,,,desktop,direct,Москва,,0,0,0,1
E001661,2026-01-06 17:32:00,2026-01-06,U0147,S00419,view_item,ELE-094,electronics,desktop,direct,Москва,,0,10901,0,1
E001662,2026-01-06 17:33:00,2026-01-06,U0147,S00419,view_item,BEA-098,beauty,desktop,direct,Москва,,0,1139,0,1
E001663,2026-01-06 17:34:00,2026-01-06,U0147,S00419,view_item,FAS-174,fashion,desktop,direct,Москва,,0,3191,0,1
E001664,2026-01-06 17:35:00,2026-01-06,U0147,S00419,add_to_cart,BEA-098,beauty,desktop,direct,Москва,,1,1139,0,1
E001665,2026-01-06 17:37:00,2026-01-06,U0147,S00419,checkout,BEA-098,beauty,desktop,direct,Москва,,1,1139,0,1
E001666,2026-01-06 17:43:00,2026-01-06,U0147,S00419,purchase,BEA-098,beauty,desktop,direct,Москва,O00080,1,1139,1139,1
E001667,2026-02-14 11:47:00,2026-02-14,U0147,S00420,visit,,,desktop,direct,Москва,,0,0,0,0
E001668,2026-02-14 11:48:00,2026-02-14,U0147,S00420,view_item,KID-229,kids,desktop,direct,Москва,,0,6357,0,0
E001669,2026-02-14 11:49:00,2026-02-14,U0147,S00420,view_item,FAS-158,fashion,desktop,direct,Москва,,0,4824,0,0
E001670,2026-02-14 11:52:00,2026-02-14,U0147,S00420,view_item,ELE-090,electronics,desktop,direct,Москва,,0,12587,0,0
E001671,2026-02-14 11:53:00,2026-02-14,U0147,S00420,view_item,ELE-126,electronics,desktop,direct,Москва,,0,12579,0,0
E001672,2026-02-14 11:58:00,2026-02-14,U0147,S00420,add_to_cart,FAS-158,fashion,desktop,direct,Москва,,2,4824,0,0
E001673,2026-02-14 11:59:00,2026-02-14,U0147,S00420,checkout,FAS-158,fashion,desktop,direct,Москва,,2,4824,0,0
E001674,2026-02-14 12:05:00,2026-02-14,U0147,S00420,purchase,FAS-158,fashion,desktop,direct,Москва,O00081,2,4824,9166,0
E001675,2026-02-24 19:34:00,2026-02-24,U0147,S00421,visit,,,mobile,ads,Москва,,0,0,0,0
E001676,2026-02-24 19:37:00,2026-02-24,U0147,S00421,view_item,BEA-069,beauty,mobile,ads,Москва,,0,929,0,0
E001677,2026-02-24 19:43:00,2026-02-24,U0147,S00421,view_item,SPO-042,sports,mobile,ads,Москва,,0,3925,0,0
E001678,2026-03-09 18:38:00,2026-03-09,U0147,S00422,visit,,,mobile,direct,Москва,,0,0,0,0
E001679,2026-03-09 18:39:00,2026-03-09,U0147,S00422,view_item,ELE-108,electronics,mobile,direct,Москва,,0,18371,0,0
E001680,2026-01-17 13:48:00,2026-01-17,U0148,S00423,visit,,,desktop,direct,Москва,,0,0,0,1
E001681,2026-01-17 13:54:00,2026-01-17,U0148,S00423,view_item,BEA-197,beauty,desktop,direct,Москва,,0,1375,0,1
E001682,2026-02-04 09:26:00,2026-02-04,U0148,S00424,visit,,,mobile,email,Москва,,0,0,0,0
E001683,2026-02-04 09:34:00,2026-02-04,U0148,S00424,view_item,ELE-110,electronics,mobile,email,Москва,,0,14990,0,0
E001684,2026-02-04 09:40:00,2026-02-04,U0148,S00424,add_to_cart,ELE-110,electronics,mobile,email,Москва,,2,14990,0,0
E001685,2026-02-19 10:07:00,2026-02-19,U0148,S00425,visit,,,desktop,organic,Москва,,0,0,0,0
E001686,2026-02-19 10:09:00,2026-02-19,U0148,S00425,view_item,HOM-129,home,desktop,organic,Москва,,0,4247,0,0
E001687,2026-02-19 10:14:00,2026-02-19,U0148,S00425,add_to_cart,HOM-129,home,desktop,organic,Москва,,1,4247,0,0
E001688,2026-02-19 10:15:00,2026-02-19,U0148,S00425,checkout,HOM-129,home,desktop,organic,Москва,,1,4247,0,0
E001689,2026-02-21 16:46:00,2026-02-21,U0148,S00426,visit,,,mobile,ads,Москва,,0,0,0,0
E001690,2026-02-21 16:47:00,2026-02-21,U0148,S00426,view_item,FAS-135,fashion,mobile,ads,Москва,,0,3649,0,0
E001691,2026-03-04 16:31:00,2026-03-04,U0148,S00427,visit,,,mobile,ads,Москва,,0,0,0,0
E001692,2026-03-04 16:36:00,2026-03-04,U0148,S00427,view_item,ELE-094,electronics,mobile,ads,Москва,,0,16626,0,0
E001693,2026-03-04 16:42:00,2026-03-04,U0148,S00427,view_item,BEA-082,beauty,mobile,ads,Москва,,0,605,0,0
E001694,2026-01-13 14:11:00,2026-01-13,U0149,S00428,visit,,,mobile,organic,Санкт-Петербург,,0,0,0,1
E001695,2026-01-13 14:13:00,2026-01-13,U0149,S00428,view_item,ELE-004,electronics,mobile,organic,Санкт-Петербург,,0,29945,0,1
E001696,2026-01-13 14:15:00,2026-01-13,U0149,S00428,add_to_cart,ELE-004,electronics,mobile,organic,Санкт-Петербург,,2,29945,0,1
E001697,2026-01-13 14:20:00,2026-01-13,U0149,S00428,checkout,ELE-004,electronics,mobile,organic,Санкт-Петербург,,2,29945,0,1
E001698,2026-01-13 14:23:00,2026-01-13,U0149,S00428,purchase,ELE-004,electronics,mobile,organic,Санкт-Петербург,O00082,2,29945,59890,1
